frame,rmsd.angstroms
317,2.113683274
318,2.083728207
319,2.091419517
320,2.106643582
321,2.123884634
322,2.090003683
323,2.126806248
324,2.122177353
325,2.137963032
326,2.128627213
327,2.165747771
328,2.144638938
329,2.11055802
330,2.078019687
331,2.114072304
332,2.139440015
333,2.186417145
334,2.220360887
335,2.201790153
336,2.189100384
337,2.202909733
338,2.193899022
339,2.130484091
340,2.113254922
341,2.11594184
342,2.137055624
343,2.187573499
344,2.234240769
345,2.212805807
346,2.243538222
347,2.310203035
348,2.324416889
349,2.338106414
350,2.332527418
351,2.342877703
352,2.336001511
353,2.289653445
354,2.241260969
355,2.252979218
356,2.223177643
357,2.255347202
358,2.262139777
359,2.244519691
360,2.252158757
361,2.235291173
362,2.230533959
363,2.286667945
364,2.252916699
365,2.242891853
366,2.258335243
367,2.209358043
368,2.235383881
369,2.240318557
370,2.260752937
371,2.281308889
372,2.293310126
373,2.292737414
374,2.245947317
375,2.296253219
376,2.308031162
377,2.375359139
378,2.373151913
379,2.356794114
380,2.319726476
381,2.30641002
382,2.319462729
383,2.363150193
384,2.375066498
385,2.353585527
386,2.32056009
387,2.325673234
388,2.347981004
389,2.351229126
390,2.329171769
391,2.356136021
392,2.336800695
393,2.369597478
394,2.36363782
395,2.38612071
396,2.365757428
397,2.313308683
398,2.349349133
399,2.360930503
400,2.322452306
401,2.296440486
402,2.298437304
403,2.345654854
404,2.385016457
405,2.437943151
406,2.425203829
407,2.407333697
408,2.389070135
409,2.392347345
410,2.397815574
411,2.457594384
412,2.449709234
413,2.403830845
414,2.354393325
415,2.322758189
416,2.319789739
417,2.348475248
418,2.340458687
419,2.300825855
420,2.279178944
421,2.29273275
422,2.312080954
423,2.346473837
424,2.369748241
425,2.396919592
426,2.379855254
427,2.366909006
428,2.367447997
429,2.374554362
430,2.325279387
431,2.311121355
432,2.288245026
433,2.281193137
434,2.289961388
435,2.289256359
436,2.272490525
437,2.261797511
438,2.252739005
439,2.195523345
440,2.21207028
441,2.228379683
442,2.258584649
443,2.29786526
444,2.291828779
445,2.306074927
446,2.299078919
447,2.272981196
448,2.24210063
449,2.263180963
450,2.25880236
451,2.248295309
452,2.305380671
453,2.318253665
454,2.351593229
455,2.315300629
456,2.329187038
457,2.357334394
458,2.392490633
459,2.360676279
460,2.364497876
461,2.362122012
462,2.357714852
463,2.369368244
464,2.380435908
465,2.452511695
466,2.413375781
467,2.402346076
468,2.439871126
469,2.472475081
470,2.518270986
471,2.489655304
472,2.490956439
473,2.445873412
474,2.416286436
475,2.441116582
476,2.456057348
477,2.457480602
478,2.460943725
479,2.459166072
480,2.425875694
481,2.419312052
482,2.396420616
483,2.328404442
484,2.320195699
485,2.303254374
486,2.317223945
487,2.31118984
488,2.346941533
489,2.342816774
490,2.384148224
491,2.410760258
492,2.380359361
493,2.374305233
494,2.342178492
495,2.376377868
496,2.401079288
497,2.416668106
498,2.42000339
499,2.395841434
500,2.400844167
501,2.379628264
502,2.356949737
503,2.353236794
504,2.32351932
505,2.313188638
506,2.305752006
507,2.321945892
508,2.324137235
509,2.324233986
510,2.328070688
511,2.318054948
512,2.322333405
513,2.315321565
514,2.314254767
515,2.289811277
516,2.294900634
517,2.277015711
518,2.293148607
519,2.383792717
520,2.361596839
521,2.377894611
522,2.382105144
523,2.361451552
524,2.386179791
525,2.396040094
526,2.443004518
527,2.435510554
528,2.461306341
529,2.466744922
530,2.529199558
531,2.577415215
532,2.551095463
533,2.532982504
534,2.515467416
535,2.498171316
536,2.470755178
537,2.448801222
538,2.432121009
539,2.425496564
540,2.414437918
541,2.446109236
542,2.448054879
543,2.447087753
544,2.473272593
545,2.457294162
546,2.45558845
547,2.453906402
548,2.429196782
549,2.419243669
550,2.460968934
551,2.432606348
552,2.438032045
553,2.475826118
554,2.4580886
555,2.461532299
556,2.430824958
557,2.41237714
558,2.423426742
559,2.453124863
560,2.451578459
561,2.445460929
562,2.420285116
563,2.396193891
564,2.42532788
565,2.385674719
566,2.351180075
567,2.373989781
568,2.361613729
569,2.353865719
570,2.374053083
571,2.361405923
572,2.3875919
573,2.39977333
574,2.40062061
575,2.453691592
576,2.439084435
577,2.431965963
578,2.438189087
579,2.410103623
580,2.415455023
581,2.408784204
582,2.390037752
583,2.41337346
584,2.47984788
585,2.493916793
586,2.535439845
587,2.52410868
588,2.496514012
589,2.535199858
590,2.545350547
591,2.558001708
592,2.538012636
593,2.48579752
594,2.51521794
595,2.504497041
596,2.486056459
597,2.504659365
598,2.482405762
599,2.498357886
600,2.563607563
601,2.600084952
602,2.599182359
603,2.552576561
604,2.556656464
605,2.547447499
606,2.550802443
607,2.564751068
608,2.599492835
609,2.638544426
610,2.633538883
611,2.601882515
612,2.592965691
613,2.578026834
614,2.63960646
615,2.650205904
616,2.62994744
617,2.615134836
618,2.6271058
619,2.64392977
620,2.659719278
621,2.653936737
622,2.672986926
623,2.668164647
624,2.651219091
625,2.651884562
626,2.639484894
627,2.664552822
628,2.656018194
629,2.649542786
630,2.621735021
631,2.614348071
632,2.619366236
633,2.596448059
634,2.583690328
635,2.598163158
636,2.636880037
637,2.667632006
638,2.658988356
639,2.637838198
640,2.616334309
641,2.604952524
642,2.596871781
643,2.582892057
644,2.581618915
645,2.574670007
646,2.540647805
647,2.56822231
648,2.543899746
649,2.533477728
650,2.502226451
651,2.496585835
652,2.486424583
653,2.476339277
654,2.448639833
655,2.466356307
656,2.453028811
657,2.426920624
658,2.456025007
659,2.432483098
660,2.417544608
661,2.42607447
662,2.461385114
663,2.440727978
664,2.463307918
665,2.452711321
666,2.472500833
667,2.464361027
668,2.495498029
669,2.516915164
670,2.529957222
671,2.585580522
672,2.644046479
673,2.680268164
674,2.690664359
675,2.678754391
676,2.677378087
677,2.701656544
678,2.746580621
679,2.745717099
680,2.760603838
681,2.800021596
682,2.798193573
683,2.766803013
684,2.769536218
685,2.781172236
686,2.774051865
687,2.807082776
688,2.75505902
689,2.70996613
690,2.691653049
691,2.675632829
692,2.705523478
693,2.692576271
694,2.700388788
695,2.642437786
696,2.672742525
697,2.684094815
698,2.7381274
699,2.699487971
700,2.760022697
701,2.747812297
702,2.720260934
703,2.70076366
704,2.668468011
705,2.672724808
706,2.649445929
707,2.634071393
708,2.622879551
709,2.617210865
710,2.629866855
711,2.644195172
712,2.618346808
713,2.572993288
714,2.561198797
715,2.522763418
716,2.541413207
717,2.53050485
718,2.547125852
719,2.576611199
720,2.591074791
721,2.601695275
722,2.610360331
723,2.591416456
724,2.560820269
725,2.562981426
726,2.55687742
727,2.598958184
728,2.627425121
729,2.651426194
730,2.636972209
731,2.606450153
732,2.61084501
733,2.627620097
734,2.611691531
735,2.59126485
736,2.610264234
737,2.630057235
738,2.630367862
739,2.636533718
740,2.640073602
741,2.673431551
742,2.724522795
743,2.733490421
744,2.675334751
745,2.688286944
746,2.706913041
747,2.731201975
748,2.739957438
749,2.742867167
750,2.739178635
751,2.727941971
752,2.713019145
753,2.703294416
754,2.63779301
755,2.667757028
756,2.6640482
757,2.668696561
758,2.608723336
759,2.591114832
760,2.621687148
761,2.659434657
762,2.636882537
763,2.64431416
764,2.700267237
765,2.694270198
766,2.710315389
767,2.741382017
768,2.759255311
769,2.754912375
770,2.738783732
771,2.693074762
772,2.722418037
773,2.707902567
774,2.719658399
775,2.718611518
776,2.734123966
777,2.776918
778,2.800871292
779,2.795795224
780,2.819996214
781,2.832247253
782,2.789189878
783,2.783927082
784,2.784375671
785,2.808508957
786,2.836845901
787,2.809883864
788,2.777451738
789,2.754773062
790,2.719183736
791,2.719480091
792,2.713390016
793,2.678516424
794,2.692273725
795,2.692272847
796,2.725959685
797,2.717017224
798,2.697416643
799,2.672061523
800,2.69013049
801,2.787789809
802,2.813525268
803,2.79013262
804,2.786250905
805,2.798032855
806,2.824705742
807,2.819329283
808,2.827153891
809,2.823782821
810,2.80507426
811,2.826878429
812,2.767486694
813,2.779789267
814,2.802165913
815,2.797830283
816,2.81756542
817,2.804327312
818,2.800371409
819,2.840250529
820,2.860509617
821,2.820670761
822,2.78492856
823,2.798955137
824,2.768539889
825,2.773175987
826,2.815849147
827,2.80550619
828,2.800489919
829,2.838643454
830,2.870163774
831,2.838085531
832,2.799647122
833,2.77945194
834,2.776235797
835,2.752320089
836,2.752411829
837,2.755126423
838,2.745975185
839,2.763055537
840,2.779044332
841,2.749743477
842,2.75086026
843,2.739850234
844,2.736652263
845,2.796409907
846,2.789403186
847,2.765605945
848,2.768479636
849,2.795232008
850,2.836000734
851,2.803524494
852,2.806006429
853,2.815677239
854,2.795557768
855,2.802984236
856,2.8026792
857,2.806619845
858,2.805640406
859,2.75459915
860,2.736631592
861,2.714175645
862,2.710578963
863,2.69598536
864,2.720892434
865,2.717179911
866,2.690167982
867,2.636063158
868,2.615204956
869,2.571515979
870,2.570708109
871,2.559752401
872,2.53064554
873,2.539927581
874,2.529632796
875,2.557549365
876,2.518817893
877,2.537630213
878,2.558161621
879,2.573535011
880,2.542017117
881,2.516344574
882,2.539319744
883,2.514891669
884,2.509946088
885,2.531123614
886,2.55175952
887,2.549701338
888,2.525113109
889,2.535998581
890,2.53466731
891,2.518814186
892,2.529143925
893,2.560157606
894,2.57343478
895,2.621743213
896,2.569204075
897,2.598908881
898,2.626128801
899,2.610128098
900,2.614634129
901,2.613495753
902,2.607329499
903,2.626740402
904,2.590239257
905,2.598528354
906,2.590534108
907,2.564654324
908,2.59427597
909,2.628646204
910,2.593360155
911,2.614280322
912,2.692822142
913,2.693445176
914,2.686552292
915,2.669396246
916,2.651481722
917,2.623815813
918,2.62533718
919,2.639046585
920,2.625527385
921,2.621955094
922,2.614549031
923,2.626149301
924,2.612337077
925,2.600535829
926,2.630875133
927,2.637999477
928,2.572727556
929,2.547519428
930,2.583234587
931,2.536720297
932,2.531510336
933,2.566512231
934,2.584812884
935,2.617940586
936,2.636435142
937,2.642331671
938,2.610517927
939,2.572078919
940,2.585654915
941,2.559435681
942,2.512705588
943,2.50559295
944,2.493406248
945,2.494561792
946,2.506950542
947,2.502750269
948,2.530219802
949,2.519667833
950,2.5504323
951,2.511231708
952,2.490042132
953,2.498929834
954,2.478134261
955,2.467325892
956,2.487271539
957,2.47633579
958,2.496019277
959,2.490191595
960,2.445259484
961,2.420315193
962,2.41638747
963,2.404951972
964,2.443494025
965,2.480289528
966,2.521295289
967,2.519510266
968,2.470273207
969,2.464482746
970,2.500479314
971,2.53765838
972,2.553034493
973,2.578887985
974,2.587296947
975,2.612447157
976,2.638108817
977,2.640441776
978,2.622225346
979,2.605779381
980,2.623896748
981,2.631702559
982,2.638896192
983,2.606581266
984,2.547459431
985,2.609191538
986,2.672723082
987,2.668277936
988,2.667453718
989,2.670133534
990,2.70233398
991,2.676445595
992,2.665531716
993,2.630486368
994,2.648376064
995,2.623626691
996,2.637827677
997,2.625914425
998,2.678917242
999,2.665448543
1000,2.641913418
1001,2.642790791
1002,2.619663557
1003,2.618153215
1004,2.615812852
1005,2.623413956
1006,2.650868716
1007,2.659395669
1008,2.660016562
1009,2.648152482
1010,2.67265765
1011,2.658014925
1012,2.639141247
1013,2.597909465
1014,2.667907949
1015,2.699329945
1016,2.727899005
1017,2.712310434
1018,2.732699935
1019,2.718215026
1020,2.739575594
1021,2.775177453
1022,2.707173972
1023,2.701545555
1024,2.703688457
1025,2.72730733
1026,2.734821395
1027,2.752730376
1028,2.769924006
1029,2.778760919
1030,2.73591787
1031,2.726899057
1032,2.744688323
1033,2.711590081
1034,2.715494689
1035,2.70863014
1036,2.737319699
1037,2.729411635
1038,2.732967867
1039,2.761181902
1040,2.765487439
1041,2.756392783
1042,2.70315255
1043,2.680077209
1044,2.636414086
1045,2.690836026
1046,2.712530738
1047,2.754815672
1048,2.710230699
1049,2.694719568
1050,2.649392804
1051,2.670613177
1052,2.72437729
1053,2.745617614
1054,2.741893451
1055,2.741249084
1056,2.731347952
1057,2.758935962
1058,2.760366345
1059,2.739154935
1060,2.719761972
1061,2.733641804
1062,2.742177893
1063,2.730826327
1064,2.726317492
1065,2.697644778
1066,2.673229059
1067,2.666906022
1068,2.629794981
1069,2.620615605
1070,2.598100596
1071,2.632101484
1072,2.664440787
1073,2.665439224
1074,2.643768808
1075,2.618704619
1076,2.633553313
1077,2.661472992
1078,2.661920251
1079,2.683498911
1080,2.726620579
1081,2.694896225
1082,2.670941113
1083,2.692357966
1084,2.679996818
1085,2.645530939
1086,2.667440206
1087,2.660783877
1088,2.648969412
1089,2.642183694
1090,2.590964683
1091,2.570533714
1092,2.583337599
1093,2.5814491
1094,2.575464476
1095,2.57968689
1096,2.613701382
1097,2.569328767
1098,2.606532012
1099,2.590193838
1100,2.584157501
1101,2.562892149
1102,2.603066006
1103,2.634272445
1104,2.64641442
1105,2.673374147
1106,2.675179218
1107,2.648522448
1108,2.608596586
1109,2.558895319
1110,2.547499156
1111,2.58094124
1112,2.634295006
1113,2.630317886
1114,2.648930173
1115,2.630938335
1116,2.606482946
1117,2.641332119
1118,2.592565547
1119,2.622041415
1120,2.66491107
1121,2.669077274
1122,2.611692998
1123,2.583037306
1124,2.53702519
1125,2.526195285
1126,2.551661405
1127,2.532403646
1128,2.512844691
1129,2.528522598
1130,2.498201011
1131,2.486384633
1132,2.52251641
1133,2.526792383
1134,2.550234899
1135,2.587884053
1136,2.596728281
1137,2.607017144
1138,2.657840505
1139,2.598724665
1140,2.622593947
1141,2.61579401
1142,2.571323348
1143,2.561032537
1144,2.525502407
1145,2.541240953
1146,2.588241418
1147,2.616259205
1148,2.607005682
1149,2.597521974
1150,2.566042104
1151,2.546770893
1152,2.573293689
1153,2.57997558
1154,2.589118271
1155,2.59991973
1156,2.611472574
1157,2.629752411
1158,2.654596561
1159,2.647690083
1160,2.703732309
1161,2.678396862
1162,2.634895551
1163,2.655574118
1164,2.68000366
1165,2.675655347
1166,2.689316362
1167,2.702151364
1168,2.688859107
1169,2.705290674
1170,2.703793238
1171,2.69637521
1172,2.729532367
1173,2.734301027
1174,2.716986155
1175,2.701341043
1176,2.743083814
1177,2.739893172
1178,2.729049524
1179,2.739617073
1180,2.775856592
1181,2.765541908
1182,2.72850374
1183,2.733185038
1184,2.731664341
1185,2.693708653
1186,2.662983783
1187,2.703444673
1188,2.711198156
1189,2.705819312
1190,2.668893253
1191,2.627764819
1192,2.603692435
1193,2.597663812
1194,2.580881401
1195,2.672262587
1196,2.707520933
1197,2.694264065
1198,2.680919448
1199,2.710874283
1200,2.730363289
1201,2.710580838
1202,2.75119479
1203,2.791749037
1204,2.807540552
1205,2.815970329
1206,2.846902924
1207,2.804507481
1208,2.772373367
1209,2.751972877
1210,2.81378077
1211,2.842716606
1212,2.828732814
1213,2.775751205
1214,2.751491355
1215,2.771829012
1216,2.765584479
1217,2.786826953
1218,2.816280869
1219,2.804491557
1220,2.808365915
1221,2.802893644
1222,2.77767397
1223,2.787313012
1224,2.817192542
1225,2.83304599
1226,2.811723774
1227,2.859892524
1228,2.864415815
1229,2.871206743
1230,2.885047755
1231,2.869583884
1232,2.897106453
1233,2.895754905
1234,2.880623401
1235,2.859715401
1236,2.851027828
1237,2.813736002
1238,2.847106217
1239,2.837937607
1240,2.822353219
1241,2.824278169
1242,2.794124483
1243,2.80730548
1244,2.830895847
1245,2.856240803
1246,2.807922833
1247,2.841927693
1248,2.843763646
1249,2.884200668
1250,2.892390369
1251,2.896271639
1252,2.908448262
1253,2.868611457
1254,2.909286326
1255,2.906136646
1256,2.910595638
1257,2.900574396
1258,2.935422003
1259,2.949331234
1260,2.933570579
1261,2.887604178
1262,2.893358682
1263,2.902438828
1264,2.926549709
1265,2.912842589
1266,2.88988155
1267,2.846508133
1268,2.87845742
1269,2.901341222
1270,2.897721054
1271,2.885260698
1272,2.905764996
1273,2.889680242
1274,2.902162376
1275,2.87871213
1276,2.851860234
1277,2.823707936
1278,2.834205615
1279,2.825154103
1280,2.776616887
1281,2.795523937
1282,2.816817768
1283,2.81128159
1284,2.778836096
1285,2.788603116
1286,2.817808868
1287,2.829874413
1288,2.839642268
1289,2.866815333
1290,2.896333031
1291,2.908119012
1292,2.900531671
1293,2.881196772
1294,2.864421997
1295,2.8536736
1296,2.824365151
1297,2.893416007
1298,2.86979421
1299,2.872952742
1300,2.86466942
1301,2.880291147
1302,2.88182052
1303,2.90881573
1304,2.900612517
1305,2.8985105
1306,2.860037665
1307,2.842885282
1308,2.845754197
1309,2.848745424
1310,2.856747923
1311,2.874292557
1312,2.894530554
1313,2.893406373
1314,2.925944604
1315,2.958988966
1316,2.94189764
1317,2.902562636
1318,2.867900512
1319,2.883275198
1320,2.854804643
1321,2.851405421
1322,2.837313403
1323,2.810830856
1324,2.822425712
1325,2.862421842
1326,2.888805817
1327,2.882263616
1328,2.900425223
1329,2.923869472
1330,2.911737233
1331,2.890135582
1332,2.912078654
1333,2.926113879
1334,2.930721363
1335,2.900790252
1336,2.903668499
1337,2.928250605
1338,2.942450156
1339,2.973477832
1340,2.934471391
1341,2.928271309
1342,2.898937529
1343,2.923217083
1344,2.949599665
1345,2.928680504
1346,2.918733892
1347,2.956678452
1348,2.960987539
1349,2.974890511
1350,3.017822825
1351,2.993847886
1352,2.972580193
1353,2.931905077
1354,2.900766493
1355,2.877139596
1356,2.894997062
1357,2.878942114
1358,2.874869726
1359,2.889971088
1360,2.86350251
1361,2.869125911
1362,2.83660254
1363,2.845384648
1364,2.843156647
1365,2.893014805
1366,2.861713142
1367,2.882058359
1368,2.920800137
1369,2.919398648
1370,2.957594527
1371,2.998282638
1372,3.016023575
1373,3.041509817
1374,3.059990596
1375,3.116607731
1376,3.137316302
1377,3.165480757
1378,3.156961026
1379,3.145916765
1380,3.071762622
1381,3.074991927
1382,3.080663742
1383,3.06365529
1384,3.056070524
1385,3.097429628
1386,3.073416946
1387,3.089382863
1388,3.115015235
1389,3.112895987
1390,3.077346632
1391,3.076746256
1392,3.066906483
1393,3.064412417
1394,3.060812593
1395,3.083348225
1396,3.081732306
1397,3.09051254
1398,3.104255777
1399,3.090785841
1400,3.08679425
1401,3.079533145
1402,3.106828849
1403,3.121733411
1404,3.110522052
1405,3.135146049
1406,3.087059195
1407,3.068270888
1408,3.091186921
1409,3.142604889
1410,3.162536078
1411,3.109496172
1412,3.105035478
1413,3.072800147
1414,3.041482623
1415,3.069186808
1416,3.122967206
1417,3.09943178
1418,3.125806155
1419,3.147271776
1420,3.156258322
1421,3.154221025
1422,3.150986373
1423,3.121294915
1424,3.167648936
1425,3.183953096
1426,3.171898539
1427,3.130547593
1428,3.142546747
1429,3.138099387
1430,3.162030036
1431,3.196136013
1432,3.190591653
1433,3.184343935
1434,3.175968318
1435,3.184793209
1436,3.181308591
1437,3.170879366
1438,3.156011274
1439,3.189038662
1440,3.246817616
1441,3.242647274
1442,3.204661374
1443,3.191153773
1444,3.18042306
1445,3.192174372
1446,3.199349442
1447,3.222749831
1448,3.22282499
1449,3.229013464
1450,3.216586671
1451,3.182297212
1452,3.202723326
1453,3.17398459
1454,3.158847103
1455,3.123985955
1456,3.06444269
1457,3.047542264
1458,3.0555692
1459,3.060834275
1460,3.046824526
1461,2.998514148
1462,2.991408624
1463,3.013003249
1464,3.050284937
1465,3.045318989
1466,3.031601137
1467,3.012268222
1468,3.030389618
1469,3.007928184
1470,2.991922457
1471,3.010589186
1472,2.994426404
1473,2.996452364
1474,3.053755209
1475,3.036595
1476,3.021267776
1477,3.043097659
1478,3.026657123
1479,3.067031431
1480,3.068412906
1481,3.038455837
1482,3.035863996
1483,3.013602602
1484,2.985622103
1485,2.976321457
1486,2.992331378
1487,2.99295977
1488,2.975518188
1489,2.965742802
1490,2.982463988
1491,2.992256101
1492,3.00618053
1493,3.005187302
1494,3.038241294
1495,3.019548463
1496,3.005455934
1497,3.007331889
1498,3.010737818
1499,3.021549958
1500,3.009259836
1501,3.033020509
1502,3.030375152
1503,3.027928314
1504,3.082766422
1505,3.098279366
1506,3.066749831
1507,3.08604727
1508,3.096581309
1509,3.115259287
1510,3.099249055
1511,3.141975288
1512,3.17829948
1513,3.203590508
1514,3.198983284
1515,3.150257318
1516,3.153946773
1517,3.114191977
1518,3.175333707
1519,3.182735426
1520,3.180640083
1521,3.172148856
1522,3.150157948
1523,3.124934569
1524,3.132189238
1525,3.154095906
1526,3.182593057
1527,3.185933505
1528,3.221239346
1529,3.237043736
1530,3.193326916
1531,3.183643908
1532,3.158979446
1533,3.19821557
1534,3.203954036
1535,3.176537765
1536,3.169718048
1537,3.154451197
1538,3.190190498
1539,3.204949931
1540,3.187360143
1541,3.187617709
1542,3.138340424
1543,3.119588865
1544,3.097678396
1545,3.056452954
1546,3.064048377
1547,3.073965283
1548,3.116573774
1549,3.141284491
1550,3.129344791
1551,3.134022033
1552,3.118348351
1553,3.061744683
1554,3.041998654
1555,3.034412637
1556,3.052294993
1557,3.051422004
1558,3.033175431
1559,3.048759964
1560,3.028260373
1561,3.029894111
1562,3.047707283
1563,3.054419369
1564,3.096550508
1565,3.098508435
1566,3.070352098
1567,3.047888738
1568,3.022494472
1569,3.004517078
1570,3.051921152
1571,3.06942215
1572,3.079053522
1573,3.066357499
1574,3.061263429
1575,3.119915932
1576,3.121807222
1577,3.125174074
1578,3.146832398
1579,3.175334043
1580,3.203757912
1581,3.198798206
1582,3.181356683
1583,3.189972821
1584,3.192346123
1585,3.175172573
1586,3.130051474
1587,3.071263849
1588,3.11847725
1589,3.131832833
1590,3.147225563
1591,3.167679856
1592,3.189677532
1593,3.206055364
1594,3.158051201
1595,3.194399903
1596,3.211088563
1597,3.217523208
1598,3.148815661
1599,3.119975529
1600,3.055693204
1601,3.059853226
1602,3.079504701
1603,3.128017666
1604,3.113819471
1605,3.144351083
1606,3.121391598
1607,3.123680387
1608,3.140147741
1609,3.148885392
1610,3.151189877
1611,3.17450985
1612,3.215026814
1613,3.194477142
1614,3.171313144
1615,3.146075738
1616,3.125602927
1617,3.136945342
1618,3.155028894
1619,3.198028049
1620,3.187663101
1621,3.195416571
1622,3.168203986
1623,3.144128074
1624,3.120556151
1625,3.09847566
1626,3.130004515
1627,3.149427221
1628,3.126035132
1629,3.118118999
1630,3.062139543
1631,3.051894424
1632,3.046299759
1633,3.086444949
1634,3.140130799
1635,3.181980214
1636,3.172797931
1637,3.157587638
1638,3.116350564
1639,3.117001011
1640,3.133479417
1641,3.163729986
1642,3.15315225
1643,3.150415634
1644,3.177312883
1645,3.165423991
1646,3.133813893
1647,3.172570667
1648,3.141868558
1649,3.152205933
1650,3.121999275
1651,3.095654595
1652,3.080156276
1653,3.084900637
1654,3.085700922
1655,3.129701744
1656,3.150417147
1657,3.18171814
1658,3.200046666
1659,3.178427959
1660,3.119261595
1661,3.089465842
1662,3.041529511
